"tanggal","total_konfirmasi","sembuh","meninggal","aktif","id"
"2022-01-14 0:00:00","709397","693878","14761","758","685"
"2022-01-15 0:00:00","709512","693895","14761","856","686"
"2022-01-16 0:00:00","709602","693921","14761","920","687"
"2022-01-17 0:00:00","709691","693938","14761","992","688"
"2022-01-18 0:00:00","709983","693973","14762","1248","689"
"2022-01-19 0:00:00","710307","693998","14764","1545","690"
"2022-01-20 0:00:00","710708","694022","14765","1921","691"
"2022-01-21 0:00:00","711213","694062","14765","2386","692"
"2022-01-22 0:00:00","711854","694085","14765","3004","693"
"2022-01-23 0:00:00","712339","694117","14768","3454","694"
"2022-01-24 0:00:00","712748","694172","14768","3808","695"
"2022-01-25 0:00:00","713986","694282","14771","4933","696"
"2022-01-26 0:00:00","715605","694990","14773","5842","697"
"2022-01-27 0:00:00","717349","695015","14774","7560","698"
"2022-01-28 0:00:00","719662","695173","14774","9715","699"
"2022-01-29 0:00:00","722187","695625","14774","11788","700"
"2022-01-30 0:00:00","724771","696160","14775","13836","701"
"2022-01-31 0:00:00","726857","696717","14777","15363","702"
"2022-02-01 0:00:00","731106","697586","14781","18739","703"
"2022-02-02 0:00:00","734845","697750","14782","22313","704"
"2022-02-03 0:00:00","742153","697963","14784","29406","705"
"2022-02-04 0:00:00","749843","698134","14786","36923","706"
"2022-02-05 0:00:00","757896","698379","14787","44730","707"
"2022-02-06 0:00:00","765499","698811","14789","51899","708"
"2022-02-07 0:00:00","770546","699431","14793","56322","709"
"2022-02-08 0:00:00","779588","700678","14796","64114","710"
"2022-02-09 0:00:00","790789","700943","14806","75040","711"
"2022-02-10 0:00:00","800192","703345","14815","82032","712"
"2022-02-11 0:00:00","809137","704935","14823","89379","713"
"2022-02-12 0:00:00","823243","706752","14828","101663","714"
"2022-02-13 0:00:00","833293","707997","14833","110463","715"
"2022-02-14 0:00:00","841626","710090","14838","116698","716"
"2022-02-15 0:00:00","855684","715829","14849","125006","717"
"2022-02-16 0:00:00","870880","721242","14864","134774","718"
"2022-02-17 0:00:00","887131","724372","14877","147882","719"
"2022-02-18 0:00:00","900911","728699","14891","157321","720"
"2022-02-19 0:00:00","913512","736008","14903","162601","721"
"2022-02-20 0:00:00","923922","740141","14913","168868","722"
"2022-02-21 0:00:00","932027","747124","14925","169978","723"
"2022-02-22 0:00:00","945685","753100","14943","177642","724"
"2022-02-23 0:00:00","959785","762777","14964","182044","725"
"2022-02-24 0:00:00","972722","769530","14988","188204","726"
"2022-02-25 0:00:00","983762","780054","15010","188698","727"
"2022-02-26 0:00:00","993540","792347","15033","186160","728"
"2022-02-27 0:00:00","999998","797832","15048","187118","729"
"2022-02-28 0:00:00","1003743","803690","15064","184989","730"
"2022-03-01 0:00:00","1008313","811010","15097","182206","731"
"2022-03-02 0:00:00","1016882","824269","15136","177477","732"
"2022-03-03 0:00:00","1024527","834936","15160","174431","733"
"2022-03-04 0:00:00","1029839","840388","15189","174262","734"
"2022-03-05 0:00:00","1036540","856499","15217","164824","735"
"2022-03-06 0:00:00","1041512","875017","15242","151253","736"
"2022-03-07 0:00:00","1045880","895922","15264","134694","737"
"2022-03-08 0:00:00","1053074","917923","15287","119864","738"
"2022-03-09 0:00:00","1058652","924133","15314","119205","739"
"2022-03-10 0:00:00","1063228","937311","15336","110581","740"
"2022-03-11 0:00:00","1066978","949295","15364","102319","741"
"2022-03-12 0:00:00","1070290","959361","15377","95552","742"
"2022-03-13 0:00:00","1072672","963429","15393","93850","743"
"2022-03-14 0:00:00","1074514","972992","15422","86100","744"
"2022-03-15 0:00:00","1077608","980181","15447","81980","745"
"2022-03-16 0:00:00","1080322","989911","15466","74945","746"
"2022-03-17 0:00:00","1082792","998428","15487","68877","747"
"2022-03-18 0:00:00","1084948","1006412","15499","63037","748"
"2022-03-19 0:00:00","1086668","1014890","15513","56265","749"
"2022-03-20 0:00:00","1087795","1018360","15523","53912","750"
"2022-03-21 0:00:00","1088802","1024075","15539","49188","751"
"2022-03-22 0:00:00","1090524","1028927","15552","46045","752"
"2022-03-23 0:00:00","1091786","1036088","15567","40131","753"
"2022-03-24 0:00:00","1093015","1038950","15576","38489","754"
"2022-03-25 0:00:00","1094143","1042039","15586","36518","755"
"2022-03-26 0:00:00","1095018","1044303","15593","35122","756"
"2022-03-27 0:00:00","1095704","1045664","15596","34444","757"
"2022-03-28 0:00:00","1096345","1048797","15602","31946","758"
"2022-03-29 0:00:00","1097273","1052125","15611","29537","759"
"2022-03-30 0:00:00","1098099","1053467","15620","29012","760"
"2022-03-31 0:00:00","1098776","1055157","15625","27994","761"
"2022-04-01 0:00:00","1099425","1057481","15635","26309","762"
"2022-04-02 0:00:00","1099888","1058227","15640","26021","763"
"2022-04-03 0:00:00","1100230","1058995","15643","25592","764"
"2022-04-04 0:00:00","1100512","1061491","15648","23373","765"
"2022-04-05 0:00:00","1100917","1063645","15654","21618","766"
"2022-04-06 0:00:00","1101349","1065659","15666","20024","767"
"2022-04-07 0:00:00","1101715","1068033","15669","18013","768"
"2022-04-08 0:00:00","1102049","1068439","15676","17934","769"
"2022-04-09 0:00:00","1102315","1069415","15678","17222","770"
"2022-04-10 0:00:00","1102548","1069813","15678","17057","771"
"2022-04-11 0:00:00","1102888","1070570","15688","16630","772"
"2022-04-12 0:00:00","1103195","1071162","15693","16340","773"
"2022-04-13 0:00:00","1103434","1072327","15693","15414","774"
"2022-04-14 0:00:00","1103663","1073026","15702","14935","775"
"2022-04-15 0:00:00","1103864","1073215","15706","14943","776"
"2022-04-16 0:00:00","1103963","1073609","15706","14648","777"
"2022-04-17 0:00:00","1104077","1073994","15710","14373","778"
"2022-04-18 0:00:00","1104201","1074634","15713","13854","779"
"2022-04-19 0:00:00","1104423","1074981","15720","13722","780"
"2022-04-20 0:00:00","1104581","1075393","15724","13464","781"
"2022-04-21 0:00:00","1104720","1077363","15731","11626","782"
"2022-04-22 0:00:00","1104832","1078346","15735","10751","783"
"2022-04-23 0:00:00","1104916","1079299","15737","9880","784"
"2022-04-24 0:00:00","1104976","1080521","15748","8707","785"
"2022-04-25 0:00:00","1105030","1083841","15751","5438","786"
"2022-04-26 0:00:00","1105134","1087088","15752","2294","787"
"2022-04-27 0:00:00","1105209","1087285","15759","2165","788"
"2022-04-28 0:00:00","1105281","1087448","15760","2073","789"
"2022-04-29 0:00:00","1105351","1087522","15763","2066","790"
"2022-04-30 0:00:00","1105397","1087628","15764","2005","791"
"2022-05-01 0:00:00","1105443","1087862","15765","1816","792"
"2022-05-02 0:00:00","1105458","1087910","15768","1780","793"
"2022-05-03 0:00:00","1105476","1088046","15768","1662","794"
"2022-05-04 0:00:00","1105502","1088062","15768","1672","795"
"2022-05-05 0:00:00","1105536","1088113","15769","1654","796"
"2022-05-06 0:00:00","1105567","1088153","15769","1645","797"
"2022-05-07 0:00:00","1105593","1088187","15771","1635","798"
"2022-05-08 0:00:00","1105638","1088269","15771","1598","799"
"2022-05-09 0:00:00","1105669","1088305","15773","1591","800"
"2022-05-10 0:00:00","1105767","1088527","15778","1462","801"
"2022-05-11 0:00:00","1105831","1088587","15778","1466","802"
"2022-05-12 0:00:00","1105885","1088651","15781","1453","803"
"2022-05-13 0:00:00","1105949","1088677","15782","1490","804"
"2022-05-14 0:00:00","1105988","1088695","15783","1510","805"
"2022-05-15 0:00:00","1106028","1088840","15784","1404","806"
"2022-05-16 0:00:00","1106043","1088872","15785","1386","807"
"2022-05-17 0:00:00","1106085","1089648","15795","642","808"
"2022-05-18 0:00:00","1106127","1089769","15800","558","809"
"2022-05-19 0:00:00","1106175","1089818","15803","554","810"
"2022-05-20 0:00:00","1106207","1089874","15803","530","811"
"2022-05-21 0:00:00","1106241","1089904","15805","532","812"
"2022-05-22 0:00:00","1106260","1089921","15805","534","813"
"2022-05-23 0:00:00","1106291","1090035","15807","449","814"
"2022-05-24 0:00:00","1106348","1090100","15809","439","815"
"2022-05-25 0:00:00","1106395","1090162","15810","423","816"
"2022-05-26 0:00:00","1106424","1090181","15811","432","817"
"2022-05-27 0:00:00","1106456","1090210","15813","433","818"
"2022-05-28 0:00:00","1106499","1090245","15818","436","819"
"2022-05-29 0:00:00","1106547","1090286","15818","443","820"
"2022-05-30 0:00:00","1106581","1090321","15822","438","821"
"2022-05-31 0:00:00","1106641","1090353","15824","464","822"
"2022-06-01 0:00:00","1106683","1090387","15824","472","823"
"2022-06-02 0:00:00","1106715","1090458","15825","432","824"
"2022-06-03 0:00:00","1106761","1090485","15825","451","825"
"2022-06-04 0:00:00","1106819","1090511","15827","481","826"
"2022-06-05 0:00:00","1106879","1090527","15828","524","827"
"2022-06-06 0:00:00","1106931","1090567","15829","535","828"
"2022-06-07 0:00:00","1107009","1090611","15829","569","829"
"2022-06-08 0:00:00","1107092","1090654","15829","609","830"
"2022-06-09 0:00:00","1107178","1090684","15834","660","831"
"2022-06-10 0:00:00","1107284","1090721","15834","729","832"
"2022-06-11 0:00:00","1107376","1090744","15835","797","833"
"2022-06-12 0:00:00","1107453","1090768","15836","849","834"
"2022-06-13 0:00:00","1107533","1090804","15839","890","835"
"2022-06-14 0:00:00","1107695","1090866","15839","990","836"
"2022-06-15 0:00:00","1107911","1091009","15846","1056","837"
"2022-06-16 0:00:00","1108069","1091075","15847","1147","838"
"2022-06-17 0:00:00","1108277","1091131","15848","1298","839"
"2022-06-18 0:00:00","1108477","1091195","15849","1433","840"
"2022-06-19 0:00:00","1108639","1091255","15849","1535","841"
"2022-06-20 0:00:00","1108823","1091348","15854","1621","842"
"2022-06-21 0:00:00","1109114","1091440","15854","1820","843"
